Latitude,Longitude,LST
37.25,112.25,2.823798418045044
37.25,112.75,1.9019988775253296
37.25,113.25,0.3568008542060852
37.25,113.75,2.5615999698638916
37.25,114.25,5.322400093078613
37.25,114.75,6.584599494934082
37.25,115.25,6.49600076675415
37.25,115.75,7.016200542449951
37.25,116.25,6.591200351715088
37.25,116.75,6.519599437713623
37.25,117.25,5.874799728393555
37.25,117.75,5.425998687744141
37.25,118.25,4.934202671051025
37.25,118.75,3.0300018787384033
37.25,119.25,1.1234780550003052
37.25,119.75,3.878516912460327
36.75,80.25,2.1784000396728516
36.75,80.75,5.685397624969482
36.75,81.25,2.7774014472961426
36.75,81.75,1.3161998987197876
36.75,82.25,0.14639954268932343
36.75,82.75,-0.1527990698814392
36.75,83.25,-1.3931992053985596
36.75,83.75,-1.4960016012191772
36.75,84.25,-5.010199069976807
36.75,84.75,-7.076999664306641
36.75,85.25,-5.77079963684082
36.75,85.75,-6.852598667144775
36.75,86.25,-5.956600666046143
36.75,86.75,-6.776400089263916
36.75,87.25,-7.568800926208496
36.75,87.75,-6.066800594329834
36.75,88.25,-5.991999626159668
36.75,88.75,-5.946600437164307
36.75,89.25,-6.472600936889648
36.75,89.75,-5.298801422119141
36.75,90.25,-3.5055992603302
36.75,90.75,-5.386199474334717
36.75,91.25,-4.195398807525635
36.75,91.75,-0.2384008765220642
36.75,92.25,1.0009984970092773
36.75,92.75,0.5333996415138245
36.75,93.25,2.2692008018493652
36.75,93.75,3.167799949645996
36.75,94.25,3.2901995182037354
36.75,94.75,1.763999581336975
36.75,95.25,-0.4237988293170929
36.75,95.75,0.13740050792694092
36.75,96.25,1.925999402999878
36.75,96.75,1.3291995525360107
36.75,97.25,1.4795989990234375
36.75,97.75,-0.3101995885372162
36.75,98.25,-3.889800786972046
36.75,98.75,-2.930401563644409
36.75,99.25,-1.097400188446045
36.75,99.75,-1.6900008916854858
36.75,100.25,-4.739799976348877
36.75,100.75,-2.7444002628326416
36.75,101.25,0.9890011548995972
36.75,101.75,0.642000138759613
36.75,102.25,1.0187994241714478
36.75,102.75,2.090798854827881
36.75,103.25,4.3826003074646
36.75,103.75,2.7487990856170654
36.75,104.25,2.2425997257232666
36.75,104.75,2.1936004161834717
36.75,105.25,4.822399616241455
36.75,105.75,5.328800201416016
36.75,106.25,5.393801212310791
36.75,106.75,5.852800369262695
36.75,107.25,3.7779998779296875
36.75,107.75,4.031999588012695
36.75,108.25,2.735400438308716
36.75,108.75,2.9475977420806885
36.75,109.25,2.358199119567871
36.75,109.75,1.786000370979309
36.75,110.25,1.1568008661270142
36.75,110.75,1.7580004930496216
36.75,111.25,1.956199288368225
36.75,111.75,1.8231991529464722
36.75,112.25,1.2450003623962402
36.75,112.75,2.804600477218628
36.75,113.25,2.479198932647705
36.75,113.75,4.325799465179443
36.75,114.25,6.579600811004639
36.75,114.75,6.949201583862305
36.75,115.25,7.302999496459961
36.75,115.75,7.314599990844727
36.75,116.25,7.210999965667725
36.75,116.75,5.979200839996338
36.75,117.25,5.243599891662598
36.75,117.75,5.7332000732421875
36.75,118.25,5.57280158996582
36.75,118.75,5.760998249053955
36.75,119.25,4.936400413513184
36.75,119.75,5.643400192260742
36.25,80.25,1.8813992738723755
36.25,80.75,3.391601800918579
36.25,81.25,0.42159852385520935
36.25,81.75,-2.042999744415283
36.25,82.25,-4.356398105621338
36.25,82.75,-5.300999641418457
36.25,83.25,-5.808199882507324
36.25,83.75,-6.262598514556885
36.25,84.25,-5.149799823760986
36.25,84.75,-5.459001541137695
36.25,85.25,-7.109400749206543
36.25,85.75,-7.8211989402771
36.25,86.25,-6.632197856903076
36.25,86.75,-6.463598251342773
36.25,87.25,-8.977800369262695
36.25,87.75,-7.205199718475342
36.25,88.25,-7.645000457763672
36.25,88.75,-9.181598663330078
36.25,89.25,-9.320199012756348
36.25,89.75,-9.267200469970703
36.25,90.25,-8.502999305725098
36.25,90.75,-10.107599258422852
36.25,91.25,-7.283801078796387
36.25,91.75,-5.611401081085205
36.25,92.25,-2.5064003467559814
36.25,92.75,-2.4208016395568848
36.25,93.25,-1.8158007860183716
36.25,93.75,-1.1181976795196533
36.25,94.25,-1.1557995080947876
36.25,94.75,1.7420004606246948
36.25,95.25,0.18840117752552032
36.25,95.75,0.7679992914199829
36.25,96.25,-0.06260070949792862
36.25,96.75,1.1151999235153198
36.25,97.25,2.5662004947662354
36.25,97.75,2.7738003730773926
36.25,98.25,-1.7726000547409058
36.25,98.75,-6.403200149536133
36.25,99.25,-2.4237987995147705
36.25,99.75,1.4687997102737427
36.25,100.25,2.134599208831787
36.25,100.75,2.2380001544952393
36.25,101.25,1.8233990669250488
36.25,101.75,1.992600440979004
36.25,102.25,2.384199619293213
36.25,102.75,1.8366003036499023
36.25,103.25,1.1799993515014648
36.25,103.75,0.5635989308357239
36.25,104.25,2.1518001556396484
36.25,104.75,2.3208000659942627
36.25,105.25,3.1403985023498535
36.25,105.75,3.6730000972747803
36.25,106.25,5.244400501251221
36.25,106.75,6.702401161193848
36.25,107.25,4.594799041748047
36.25,107.75,2.4310007095336914
36.25,108.25,2.389599084854126
36.25,108.75,1.6446008682250977
36.25,109.25,2.126999855041504
36.25,109.75,2.9092013835906982
36.25,110.25,2.4740004539489746
36.25,110.75,2.10260009765625
36.25,111.25,3.2938010692596436
36.25,111.75,3.4850006103515625
36.25,112.25,1.8950018882751465
36.25,112.75,4.328799724578857
36.25,113.25,3.8140015602111816
36.25,113.75,4.391399383544922
36.25,114.25,6.449399948120117
36.25,114.75,7.012998580932617
36.25,115.25,6.641799449920654
36.25,115.75,6.42900276184082
36.25,116.25,5.90640115737915
36.25,116.75,5.520600318908691
36.25,117.25,4.283397674560547
36.25,117.75,4.480798721313477
36.25,118.25,4.326000213623047
36.25,118.75,5.153600692749023
36.25,119.25,5.382000923156738
36.25,119.75,5.739199638366699
35.75,80.25,-10.82020092010498
35.75,80.75,-9.259600639343262
35.75,81.25,-6.498200416564941
35.75,81.75,-5.674201488494873
35.75,82.25,-6.1558003425598145
35.75,82.75,-6.156198501586914
35.75,83.25,-4.98599910736084
35.75,83.75,-4.461599826812744
35.75,84.25,-4.626599311828613
35.75,84.75,-6.042000770568848
35.75,85.25,-7.441400051116943
35.75,85.75,-9.740399360656738
35.75,86.25,-7.512599468231201
35.75,86.75,-6.510598182678223
35.75,87.25,-6.38599967956543
35.75,87.75,-6.785400390625
35.75,88.25,-8.057802200317383
35.75,88.75,-8.209599494934082
35.75,89.25,-8.795398712158203
35.75,89.75,-9.460599899291992
35.75,90.25,-9.26300048828125
35.75,90.75,-9.879600524902344
35.75,91.25,-9.398200035095215
35.75,91.75,-7.059798717498779
35.75,92.25,-5.105799674987793
35.75,92.75,-6.549598217010498
35.75,93.25,-4.815200328826904
35.75,93.75,-4.2602009773254395
35.75,94.25,-3.6590018272399902
35.75,94.75,-2.8850009441375732
35.75,95.25,-3.6905994415283203
35.75,95.75,-2.712001085281372
35.75,96.25,-3.5689992904663086
35.75,96.75,-3.5240001678466797
35.75,97.25,-2.483001470565796
35.75,97.75,-2.298799991607666
35.75,98.25,-1.9358007907867432
35.75,98.75,-3.28859806060791
35.75,99.25,-4.8438005447387695
35.75,99.75,3.224001407623291
35.75,100.25,4.347000598907471
35.75,100.75,3.4093997478485107
35.75,101.25,3.0343995094299316
35.75,101.75,2.12860107421875
35.75,102.25,2.2111990451812744
35.75,102.75,1.594598412513733
35.75,103.25,1.4356008768081665
35.75,103.75,1.199601173400879
35.75,104.25,3.042600631713867
35.75,104.75,2.481799840927124
35.75,105.25,3.4952011108398438
35.75,105.75,1.7637994289398193
35.75,106.25,3.4005990028381348
35.75,106.75,5.614401340484619
35.75,107.25,3.765000104904175
35.75,107.75,3.064999580383301
35.75,108.25,2.940000057220459
35.75,108.75,2.959003210067749
35.75,109.25,3.1877968311309814
35.75,109.75,3.778000593185425
35.75,110.25,3.8804004192352295
35.75,110.75,4.623599052429199
35.75,111.25,5.522599697113037
35.75,111.75,3.694000005722046
35.75,112.25,3.91400146484375
35.75,112.75,5.740400314331055
35.75,113.25,4.652398109436035
35.75,113.75,6.523200035095215
35.75,114.25,8.087401390075684
35.75,114.75,7.995800971984863
35.75,115.25,7.605998992919922
35.75,115.75,6.847001552581787
35.75,116.25,6.164199352264404
35.75,116.75,6.3328022956848145
35.75,117.25,5.852599620819092
35.75,117.75,5.038400173187256
35.75,118.25,5.182398796081543
35.75,118.75,5.325199604034424
35.75,119.25,5.571599006652832
35.75,119.75,5.476444244384766
35.25,80.25,-5.5876007080078125
35.25,80.75,-16.079198837280273
35.25,81.25,-15.046600341796875
35.25,81.75,-9.102599143981934
35.25,82.25,-8.648600578308105
35.25,82.75,-4.750999927520752
35.25,83.25,-6.178600311279297
35.25,83.75,-4.690398216247559
35.25,84.25,-4.622599124908447
35.25,84.75,-6.25800085067749
35.25,85.25,-8.062600135803223
35.25,85.75,-8.328598976135254
35.25,86.25,-7.6558003425598145
35.25,86.75,-7.582800388336182
35.25,87.25,-6.298600673675537
35.25,87.75,-6.959599494934082
35.25,88.25,-8.345199584960938
35.25,88.75,-6.690200328826904
35.25,89.25,-6.612799167633057
35.25,89.75,-6.373401641845703
35.25,90.25,-6.908000469207764
35.25,90.75,-7.887000560760498
35.25,91.25,-6.7163987159729
35.25,91.75,-6.126199245452881
35.25,92.25,-5.366798400878906
35.25,92.75,-3.8895998001098633
35.25,93.25,-3.579602003097534
35.25,93.75,-3.4258012771606445
35.25,94.25,-2.9898016452789307
35.25,94.75,-2.482999801635742
35.25,95.25,-3.5130012035369873
35.25,95.75,-2.2148003578186035
35.25,96.25,-1.1589999198913574
35.25,96.75,-2.170999526977539
35.25,97.25,-1.6485998630523682
35.25,97.75,-3.0886001586914062
35.25,98.25,-4.3907999992370605
35.25,98.75,-3.1724002361297607
35.25,99.25,-0.317800909280777
35.25,99.75,3.0938010215759277
35.25,100.25,5.081598281860352
35.25,100.75,6.241201400756836
35.25,101.25,4.310602188110352
35.25,101.75,2.9657986164093018
35.25,102.25,5.811201095581055
35.25,102.75,3.3075990676879883
35.25,103.25,2.553999662399292
35.25,103.75,1.816198468208313
35.25,104.25,3.122399091720581
35.25,104.75,2.7729990482330322
35.25,105.25,3.2013986110687256
35.25,105.75,1.6413995027542114
35.25,106.25,2.0783984661102295
35.25,106.75,4.05819845199585
35.25,107.25,3.7781991958618164
35.25,107.75,3.039600133895874
35.25,108.25,4.307999134063721
35.25,108.75,4.607397556304932
35.25,109.25,6.263600826263428
35.25,109.75,7.554800510406494
35.25,110.25,5.9857988357543945
35.25,110.75,6.771800994873047
35.25,111.25,5.520599365234375
35.25,111.75,5.105599880218506
35.25,112.25,4.974598407745361
35.25,112.75,6.301999092102051
35.25,113.25,7.700998783111572
35.25,113.75,8.864799499511719
35.25,114.25,8.829200744628906
35.25,114.75,8.334000587463379
35.25,115.25,7.664999008178711
35.25,115.75,7.328199863433838
35.25,116.25,6.940600395202637
35.25,116.75,5.281000137329102
35.25,117.25,6.586000442504883
35.25,117.75,5.818799018859863
35.25,118.25,5.28519868850708
35.25,118.75,6.167599678039551
35.25,119.25,6.413366794586182
35.25,119.75,5.840768814086914
34.75,80.25,-7.526400566101074
34.75,80.75,-8.138599395751953
34.75,81.25,-7.945400238037109
34.75,81.75,-7.4401984214782715
34.75,82.25,-10.424798965454102
34.75,82.75,-6.481199741363525
34.75,83.25,-6.1970014572143555
34.75,83.75,-5.64560079574585
34.75,84.25,-6.473400592803955
34.75,84.75,-6.9227986335754395
34.75,85.25,-8.239200592041016
34.75,85.75,-7.69999885559082
34.75,86.25,-5.354000091552734
34.75,86.75,-5.023599147796631
34.75,87.25,-5.994399547576904
34.75,87.75,-7.817198753356934
34.75,88.25,-7.15600061416626
34.75,88.75,-7.933198928833008
34.75,89.25,-7.715600490570068
34.75,89.75,-9.470600128173828
34.75,90.25,-7.682199001312256
34.75,90.75,-7.575800895690918
34.75,91.25,-5.901001453399658
34.75,91.75,-3.5888004302978516
34.75,92.25,-3.5527994632720947
34.75,92.75,-2.6130013465881348
34.75,93.25,-2.146601676940918
34.75,93.75,-0.8662005662918091
34.75,94.25,0.19160033762454987
34.75,94.75,1.5255990028381348
34.75,95.25,-0.49119871854782104
34.75,95.75,-1.6164007186889648
