Latitude,Longitude,XCO2BiasCo,NDVI,EVI,LST
36.25,104.75,420.394,0.1449040025472641,0.0882240012288093,2.3208000659942627
36.25,107.25,422.198651765,0.1907939910888672,0.0959929972887039,4.594799041748047
36.25,113.25,425.125653333,0.2152029871940612,0.0926679968833923,3.8140015602111816
36.25,115.75,424.190961111,0.2785429954528808,0.1714579910039901,6.42900276184082
36.75,96.25,419.17526,0.0696370005607605,0.0484469980001449,1.925999402999878
36.75,104.75,421.548496,0.1158809959888458,0.0760940015316009,2.193600416183472
36.75,112.75,418.827563333,0.2164639979600906,0.0938429981470108,2.804600477218628
36.75,117.25,422.29651,0.2454160004854202,0.1282289922237396,5.243599891662598
36.75,119.25,423.1367,0.2108239978551864,0.1118159964680671,4.936400413513184
37.25,94.75,418.386384,0.0540699996054172,0.0400799997150898,2.370600700378418
37.25,114.25,423.059935,0.2212889939546585,0.1049060001969337,5.322400093078613
37.25,116.25,424.405745,0.2330249994993209,0.1397050023078918,6.591200351715088
37.75,86.75,422.614776,0.0600409992039203,0.041568998247385,-3.2020013332366943
37.75,94.75,416.924098421,0.0521360002458095,0.040898997336626,3.3004026412963867
37.75,95.25,419.799615,0.0648379996418953,0.0465510003268718,-1.5713986158370972
37.75,102.75,418.467136667,0.1521150022745132,0.0928409993648529,3.643799543380737
37.75,111.25,419.546068889,0.2406469881534576,0.1044619977474212,-1.5794003009796145
37.75,112.75,427.320436667,0.1801819950342178,0.0849450007081031,1.3462005853652954
37.75,114.75,425.50851,0.2745789885520935,0.1711959987878799,5.853399276733398
38.25,91.75,418.692635333,0.0497899986803531,0.0405049994587898,-2.005598545074463
38.25,114.25,421.27951,0.2114049941301345,0.1088379994034767,4.660398960113525
38.25,114.75,426.36276,0.269457995891571,0.1610299944877624,4.86899995803833
38.75,80.75,422.431809091,0.0513719990849494,0.0382739976048469,2.0158016681671143
38.75,83.75,419.482346,0.0549759976565837,0.0392460003495216,4.0709991455078125
38.75,105.25,420.68034,0.0966699942946434,0.0656099990010261,4.528801918029785
38.75,108.25,420.957774737,0.1220929995179176,0.0783389955759048,2.775998592376709
39.25,80.75,422.023405,0.0474330000579357,0.0355129987001419,1.6408016681671145
39.25,105.25,421.01311,0.0925479978322982,0.0681779980659484,3.048999071121216
39.75,93.75,423.09085,0.0481330007314682,0.0339620001614093,2.944200038909912
39.75,94.75,418.99497,0.0629199966788292,0.0452359989285469,0.3853991627693176
39.75,109.25,419.22644,0.1537259966135025,0.0900169983506202,0.7111993432044983
39.75,116.25,425.209117778,0.2053359895944595,0.1058209985494613,2.732198476791382
39.75,116.75,424.80902,0.2164219915866851,0.1152409985661506,3.015600204467773
