Latitude,Longitude,NDVI
37.25,112.25,0.17279499769210815
37.25,112.75,0.20867998898029327
37.25,113.25,0.31009799242019653
37.25,113.75,0.2698279917240143
37.25,114.25,0.2212889939546585
37.25,114.75,0.2589629888534546
37.25,115.25,0.22344599664211273
37.25,115.75,0.23999398946762085
37.25,116.25,0.23302499949932098
37.25,116.75,0.23380699753761292
37.25,117.25,0.23563599586486816
37.25,117.75,0.22427000105381012
37.25,118.25,0.21435299515724182
37.25,118.75,0.13846160471439362
37.25,119.25,0.0629861131310463
37.25,119.75,0.200779989361763
36.75,80.25,0.07139399647712708
36.75,80.75,0.05508799850940704
36.75,81.25,0.07663600146770477
36.75,81.75,0.08959899842739105
36.75,82.25,0.059324000030756
36.75,82.75,0.06038299947977066
36.75,83.25,0.07838200032711029
36.75,83.75,0.07579899579286575
36.75,84.25,0.0686509981751442
36.75,84.75,0.055549997836351395
36.75,85.25,0.04816899821162224
36.75,85.75,0.05452499911189079
36.75,86.25,0.05581500008702278
36.75,86.75,0.0688759982585907
36.75,87.25,0.07302499562501907
36.75,87.75,0.07106100022792816
36.75,88.25,0.07647399604320526
36.75,88.75,0.07733199745416641
36.75,89.25,0.08266099542379379
36.75,89.75,0.09715599566698074
36.75,90.25,0.0965999960899353
36.75,90.75,0.08920199424028397
36.75,91.25,0.09468099474906921
36.75,91.75,0.08902699500322342
36.75,92.25,0.07456599920988083
36.75,92.75,0.06157499924302101
36.75,93.25,0.07124000042676926
36.75,93.75,0.06770899891853333
36.75,94.25,0.0677189975976944
36.75,94.75,0.06483599543571472
36.75,95.25,0.031817998737096786
36.75,95.75,0.04744799807667732
36.75,96.25,0.0696370005607605
36.75,96.75,0.061732999980449677
36.75,97.25,0.07172299921512604
36.75,97.75,0.08994200080633163
36.75,98.25,0.09529099613428116
36.75,98.75,0.10659899562597275
36.75,99.25,0.11810199916362762
36.75,99.75,0.09621499478816986
36.75,100.25,-0.031422000378370285
36.75,100.75,0.08240099996328354
36.75,101.25,0.21612399816513062
36.75,101.75,0.1884319931268692
36.75,102.25,0.22808799147605896
36.75,102.75,0.2506069839000702
36.75,103.25,0.14392799139022827
36.75,103.75,0.12418199330568314
36.75,104.25,0.12219499796628952
36.75,104.75,0.11588099598884583
36.75,105.25,0.12198199331760406
36.75,105.75,0.12830600142478943
36.75,106.25,0.14429999887943268
36.75,106.75,0.16187798976898193
36.75,107.25,0.17418800294399261
36.75,107.75,0.1912499964237213
36.75,108.25,0.20563200116157532
36.75,108.75,0.23409099876880646
36.75,109.25,0.22643999755382538
36.75,109.75,0.22421899437904358
36.75,110.25,0.20504599809646606
36.75,110.75,0.20097099244594574
36.75,111.25,0.2401989996433258
36.75,111.75,0.22265899181365967
36.75,112.25,0.3663809895515442
36.75,112.75,0.21646399796009064
36.75,113.25,0.23161698877811432
36.75,113.75,0.2384219914674759
36.75,114.25,0.1902949959039688
36.75,114.75,0.26576298475265503
36.75,115.25,0.25628000497817993
36.75,115.75,0.2723749876022339
36.75,116.25,0.25067800283432007
36.75,116.75,0.23528499901294708
36.75,117.25,0.24541600048542023
36.75,117.75,0.22904199361801147
36.75,118.25,0.25435298681259155
36.75,118.75,0.2311219871044159
36.75,119.25,0.21082399785518646
36.75,119.75,0.23123198747634888
36.25,80.25,0.10296199470758438
36.25,80.75,0.10244099795818329
36.25,81.25,0.10578499734401703
36.25,81.75,0.09899699687957764
36.25,82.25,0.06480900198221207
36.25,82.75,0.058410998433828354
36.25,83.25,0.04792599752545357
36.25,83.75,0.047179996967315674
36.25,84.25,0.05451899766921997
36.25,84.75,0.055643998086452484
36.25,85.25,0.054382000118494034
36.25,85.75,0.05484199896454811
36.25,86.25,0.05618700012564659
36.25,86.75,0.05779999867081642
36.25,87.25,0.03619299829006195
36.25,87.75,0.058601997792720795
36.25,88.25,0.06298299878835678
36.25,88.75,0.06306299567222595
36.25,89.25,0.04995099827647209
36.25,89.75,0.06162399798631668
36.25,90.25,0.06638500094413757
36.25,90.75,0.05295100063085556
36.25,91.25,0.06519600003957748
36.25,91.75,0.09382300078868866
36.25,92.25,0.09979400038719177
36.25,92.75,0.09127400070428848
36.25,93.25,0.08035599440336227
36.25,93.75,0.07497800141572952
36.25,94.25,0.07838600128889084
36.25,94.75,0.080547995865345
36.25,95.25,0.07953900098800659
36.25,95.75,0.07122299820184708
36.25,96.25,0.08076399564743042
36.25,96.75,0.07785099744796753
36.25,97.25,0.09701500087976456
36.25,97.75,0.09109699726104736
36.25,98.25,0.11215599626302719
36.25,98.75,0.09316299855709076
36.25,99.25,0.1251869946718216
36.25,99.75,0.13424000144004822
36.25,100.25,0.12310699373483658
36.25,100.75,0.1357560008764267
36.25,101.25,0.17078199982643127
36.25,101.75,0.1925169974565506
36.25,102.25,0.18644599616527557
36.25,102.75,0.1767129898071289
36.25,103.25,0.14609399437904358
36.25,103.75,0.14135299623012543
36.25,104.25,0.14390899240970612
36.25,104.75,0.1449040025472641
36.25,105.25,0.1498039960861206
36.25,105.75,0.1811949908733368
36.25,106.25,0.17020998895168304
36.25,106.75,0.17950598895549774
36.25,107.25,0.1907939910888672
36.25,107.75,0.20040199160575867
36.25,108.25,0.27006298303604126
36.25,108.75,0.33950698375701904
36.25,109.25,0.29169198870658875
36.25,109.75,0.34191498160362244
36.25,110.25,0.23721198737621307
36.25,110.75,0.26675698161125183
36.25,111.25,0.2759760022163391
36.25,111.75,0.2294119894504547
36.25,112.25,0.30254697799682617
36.25,112.75,0.21954499185085297
36.25,113.25,0.21520298719406128
36.25,113.75,0.2577660083770752
36.25,114.25,0.2448119968175888
36.25,114.75,0.28358498215675354
36.25,115.25,0.30005598068237305
36.25,115.75,0.27854299545288086
36.25,116.25,0.2640479803085327
36.25,116.75,0.2540169954299927
36.25,117.25,0.25369498133659363
36.25,117.75,0.22542299330234528
36.25,118.25,0.2638709843158722
36.25,118.75,0.22809399664402008
36.25,119.25,0.23210299015045166
36.25,119.75,0.24684999883174896
35.75,80.25,0.03436099737882614
35.75,80.75,0.04208099842071533
35.75,81.25,0.06087299808859825
35.75,81.75,0.06883599609136581
35.75,82.25,0.045382000505924225
35.75,82.75,0.04245299845933914
35.75,83.25,0.05529399961233139
35.75,83.75,0.05933799967169762
35.75,84.25,0.056081999093294144
35.75,84.75,0.053536999970674515
35.75,85.25,0.0546719990670681
35.75,85.75,0.05952399969100952
35.75,86.25,0.07071699947118759
35.75,86.75,0.06737200170755386
35.75,87.25,0.061823997646570206
35.75,87.75,0.0747939944267273
35.75,88.25,0.08308099955320358
35.75,88.75,0.0837399959564209
35.75,89.25,0.07596699893474579
35.75,89.75,0.06306000053882599
35.75,90.25,0.058410000056028366
35.75,90.75,0.05873899906873703
35.75,91.25,0.04769499972462654
35.75,91.75,0.07537499815225601
35.75,92.25,0.0883760005235672
35.75,92.75,0.05612199753522873
35.75,93.25,0.05375099927186966
35.75,93.75,0.07380300015211105
35.75,94.25,0.08075100183486938
35.75,94.75,0.07547099888324738
35.75,95.25,0.08600600063800812
35.75,95.75,0.09434099495410919
35.75,96.25,0.10305699706077576
35.75,96.75,0.10725199431180954
35.75,97.25,0.10873299837112427
35.75,97.75,0.11251399666070938
35.75,98.25,0.10566899925470352
35.75,98.75,0.10883499681949615
35.75,99.25,0.11400999873876572
35.75,99.75,0.1962679922580719
35.75,100.25,0.1712310016155243
35.75,100.75,0.14958499372005463
35.75,101.25,0.1795409917831421
35.75,101.75,0.20609599351882935
35.75,102.25,0.17572899162769318
35.75,102.75,0.1927029937505722
35.75,103.25,0.1566219925880432
35.75,103.75,0.16458100080490112
35.75,104.25,0.1710599958896637
35.75,104.75,0.1609089970588684
35.75,105.25,0.16918599605560303
35.75,105.75,0.17273399233818054
35.75,106.25,0.2258709967136383
35.75,106.75,0.192672997713089
35.75,107.25,0.22245898842811584
35.75,107.75,0.23491398990154266
35.75,108.25,0.2630780041217804
35.75,108.75,0.37223899364471436
35.75,109.25,0.25195398926734924
35.75,109.75,0.32895800471305847
35.75,110.25,0.34186598658561707
35.75,110.75,0.22607199847698212
35.75,111.25,0.2884159982204437
35.75,111.75,0.27892398834228516
35.75,112.25,0.31181800365448
35.75,112.75,0.256862998008728
35.75,113.25,0.29150497913360596
35.75,113.75,0.2878829836845398
35.75,114.25,0.32053297758102417
35.75,114.75,0.34346699714660645
35.75,115.25,0.3358590006828308
35.75,115.75,0.30748698115348816
35.75,116.25,0.311489999294281
35.75,116.75,0.31990599632263184
35.75,117.25,0.25748899579048157
35.75,117.75,0.22896099090576172
35.75,118.25,0.23444399237632751
35.75,118.75,0.23656399548053741
35.75,119.25,0.24641099572181702
35.75,119.75,0.26795580983161926
35.25,80.25,0.04858199879527092
35.25,80.75,-0.0012680001091212034
35.25,81.25,0.0083600003272295
35.25,81.75,0.037629999220371246
35.25,82.25,0.041064999997615814
35.25,82.75,0.05852599814534187
35.25,83.25,0.04685400053858757
35.25,83.75,0.061371996998786926
35.25,84.25,0.06080099940299988
35.25,84.75,0.052139997482299805
35.25,85.25,0.07252199947834015
35.25,85.75,0.07654999941587448
35.25,86.25,0.07608100026845932
35.25,86.75,0.0583219975233078
35.25,87.25,0.07624399662017822
35.25,87.75,0.08838599920272827
35.25,88.25,0.07565999776124954
35.25,88.75,0.09000299870967865
35.25,89.25,0.06587299704551697
35.25,89.75,0.08228100091218948
35.25,90.25,0.06235500052571297
35.25,90.75,0.07105399668216705
35.25,91.25,0.09606999903917313
35.25,91.75,0.10518499463796616
35.25,92.25,0.11966099590063095
35.25,92.75,0.12396099418401718
35.25,93.25,0.1147099956870079
35.25,93.75,0.10878999531269073
35.25,94.25,0.08585499972105026
35.25,94.75,0.08827199786901474
35.25,95.25,0.10628099739551544
35.25,95.75,0.119268998503685
35.25,96.25,0.11715799570083618
35.25,96.75,0.1166590005159378
35.25,97.25,0.1198129951953888
35.25,97.75,0.10934199392795563
35.25,98.25,0.10527599602937698
35.25,98.75,0.12204200029373169
35.25,99.25,0.14160600304603577
35.25,99.75,0.1939529925584793
35.25,100.25,0.19202499091625214
35.25,100.75,0.21274998784065247
35.25,101.25,0.21090099215507507
35.25,101.75,0.22960199415683746
35.25,102.25,0.22828099131584167
35.25,102.75,0.2302049994468689
35.25,103.25,0.24514299631118774
35.25,103.75,0.20831599831581116
35.25,104.25,0.17710599303245544
35.25,104.75,0.16066598892211914
35.25,105.25,0.18695399165153503
35.25,105.75,0.20607300102710724
35.25,106.25,0.2686769962310791
35.25,106.75,0.25678399205207825
35.25,107.25,0.23392599821090698
35.25,107.75,0.2534399926662445
35.25,108.25,0.23028498888015747
35.25,108.75,0.3518899977207184
35.25,109.25,0.2522929906845093
35.25,109.75,0.23540399968624115
35.25,110.25,0.2435229867696762
35.25,110.75,0.24782399833202362
35.25,111.25,0.26393598318099976
35.25,111.75,0.2779429852962494
35.25,112.25,0.30707499384880066
35.25,112.75,0.3021929860115051
35.25,113.25,0.321942001581192
35.25,113.75,0.38103097677230835
35.25,114.25,0.42528200149536133
35.25,114.75,0.41594198346138
35.25,115.25,0.3989729881286621
35.25,115.75,0.38573700189590454
35.25,116.25,0.35326698422431946
35.25,116.75,0.33952298760414124
35.25,117.25,0.2457529902458191
35.25,117.75,0.24291399121284485
35.25,118.25,0.2612859904766083
35.25,118.75,0.2716589868068695
35.25,119.25,0.2546033561229706
35.25,119.75,0.20364999771118164
34.75,80.25,0.06892399489879608
34.75,80.75,0.06782300025224686
34.75,81.25,0.07394299656152725
34.75,81.75,0.04425299912691116
34.75,82.25,0.04674400016665459
34.75,82.75,0.07194399833679199
34.75,83.25,0.0786139965057373
34.75,83.75,0.07849499583244324
34.75,84.25,0.07665900141000748
34.75,84.75,0.07484299689531326
34.75,85.25,0.08561399579048157
34.75,85.75,0.09169399738311768
34.75,86.25,0.08126600086688995
34.75,86.75,0.0883839949965477
34.75,87.25,0.07993999868631363
34.75,87.75,0.08268599957227707
34.75,88.25,0.08328799903392792
34.75,88.75,0.0677269995212555
34.75,89.25,0.06492699682712555
34.75,89.75,0.08077099919319153
34.75,90.25,0.07691099494695663
34.75,90.75,0.06863799691200256
